rule_id,rule_set,description,smarts,rule_set_name,priority,max
802,4,ENE CYANO F(1),[#8](-[#1])-[#6](=[#8])-c:1:c(:c(:c(:c(:c:1-[#8]-[#1])-[#1])-c:2:c(-[#1]):c(:c(:o:2)-[#6](-[#1])=[#6](-[#6]#[#7])-c:3:n:c:c:n:3)-[#1])-[#1])-[#1],PAINS,6,0
520,4,ENE ONE A(3),[!#1]:1:[!#1]:[!#1]:[!#1](:[!#1]:[!#1]:1)-[#6](-[#1])=[#6](-[#1])-[#6](-[#7]-c:2:c:c:c:3:c(:c:2):c:c:c(:n:3)-[#7](-[#6])-[#6])=[#8],PAINS,6,0
724,4,ENE ONE AMIDE A(1),c:1:c(:c:c:c:c:1)-[#6](-[#1])-[#7]-[#6](=[#8])-[#6](-[#7](-[#1])-[#6](-[#1])-[#1])=[#6](-[#1])-[#6](=[#8])-c:2:c:c:c(:c:c:2)-[#8]-[#6](-[#1])-[#1],PAINS,6,0
784,4,HET 5 INIUM(1),[#7]-4(-c:1:c:c:c:c:c:1)-[#6](=[#7+](-c:2:c:c:c:c:c:2)-[#6](=[#7]-c:3:c:c:c:c:c:3)-[#7]-4)-[#1],PAINS,6,0
480,4,DIAZOX SULFON B(5),c:1:c(:c:c:c:c:1)-[#7]-2-[#6](-[#1])-[#6](-[#1])-[#7](-[#6](-[#1])-[#6]-2-[#1])-[#16](=[#8])(=[#8])-c:3:c:c:c:c:4:n:s:n:c:3:4,PAINS,6,0
743,4,RHOD SAT E(1),[#7]-4(-c:1:c:c:c:c:c:1)-[#6](=[#8])-[#16]-[#6](-[#1])(-[#7](-[#1])-c:2:c:c:c:c:3:c:c:c:c:c:2:3)-[#6]-4=[#8],PAINS,6,0
700,4,MISC NAPHTHIMIDAZOLE(1),c:1:c:4:c(:c:c2:c:1nc(n2-[#1])-[#6]-[#8]-[#6](=[#8])-c:3:c:c(:c:c(:c:3)-[#7](-[#1])-[#1])-[#7](-[#1])-[#1]):c:c:c:c:4,PAINS,6,0
661,4,MISC IMIDAZOLE(1),[#6](-[#1])(-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[Cl])-[#1])-[#1])(-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[Cl])-[#1])-[#1])-[#8]-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-c3nc(c(n3-[#6](-[#1])(-[#1])-[#1])-[#1])-[#1],PAINS,6,0
697,4,ENE MISC C(1),c:1:c:c-2:c(:c:c:1)-[#6]=[#6]-[#6](-[#7]-2-[#6](=[#8])-[#7](-[#1])-c:3:c:c(:c(:c:c:3)-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])(-[#6](-[#1])-[#1])-[#6](-[#1])-[#1],PAINS,6,0
765,4,CYANO AMINO HET B(1),n:1:c(:c(:c(:c(:c:1-[#16;X2]-c:2:c:c:c:c:c:2-[#7](-[#1])-[#1])-[#6]#[#7])-c:3:c:c:c:c:c:3)-[#6]#[#7])-[#7](-[#1])-[#1],PAINS,6,0
646,4,MISC ANISOLE A(1),c:1(:c(:c:2:c(:c(:c:1-[#8]-[#6](-[#1])-[#1])-[#1]):c(:c(:c(:c:2-[#7](-[#1])-[#6](-[#1])(-[#1])-[#1])-[#1])-c:3:c(:c(:c(:c(:c:3-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#1])-[#1])-[#8]-[#6](-[#1])-[#1],PAINS,6,0
789,4,MISC PHTHAL THIO N(1),c:1(:n:s:c(:n:1)-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#7]-[#6](=[#8])-c:2:c:c:c:c:c:2-[#6](=[#8])-[#8]-[#1])-c:3:c:c:c:c:c:3,PAINS,6,0
685,4,HZONE ACID A(1),c:1-3:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#6](=[#7]-[#7](-[#1])-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[#6](=[#8])-[#8]-[#1])-[#1])-[#1])-c:4:c-3:c(:c(:c(:c:4-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#1],PAINS,6,0
803,4,HZONE FURAN C(1),c:1:c(:c:c:c:c:1)-[#7](-c:2:c:c:c:c:c:2)-[#7]=[#6](-[#1])-[#6]:3:[#6](:[#6](:[#6](:[!#1]:3)-c:4:c:c:c:c(:c:4)-[#6](=[#8])-[#8]-[#1])-[#1])-[#1],PAINS,6,0
63,2,ALIPHATIC LONG CHAIN,[R0;CD2][R0;CD2][R0;CD2][R0;CD2][R0;CD2],Supplemental,4,0
1229,4,ALIPHATIC KETONE NOT RING AND NOT DI-CARBONYL,[C;!$(C=*)][C!R](=O)[CH2D2],PAINS,2,0
110,2,ISOLATED ALKENE,"[$([CH2]),$([CH][CX4]),$(C([CX4])[CX4])]=[$([CH2]),$([CH][CX4]),$(C([CX4])[CX4])]",Supplemental,4,0
199,3,ARYL PHOSPHONATE,P(=O)-[O;!R]-a,Supplemental,7,0
275,3,OXIME3,[$(C=N[O;D1]);!$(C=[N+])][#6][#6],Supplemental,7,0
1003,6,UNACCEPTABLE ATOMS,[!#6;!#7;!#8;!#16;!#1;!#3;!#9;!#11;!#12;!#15;!#17;!#19;!#20;!#30;!#35],Supplemental,3,0
267,3,NON RING CH2O ACETAL,"[O,N,S;!$(S~O)]!@[CH2]!@[O,S,N;!$(S~O)]",Essential,7,0
1049,6,DYE 29,"O=[N+](-[O-])-caac-[$(N(C)C),$([NH]C),$([NH2])]",Essential,3,0
1221,8,TERMINAL VINYL,[CH2D1]=[CD2]-!@*,Supplemental,2,0
320,3,TERTIARY HALIDE SULFATE,"[C;X4](-[Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))])(-[c,C])(-[c,C])(-[c,C])",Supplemental,7,0
1112,7,UNUSUAL ELEMENT,"[!#1!#6!#7!#8!#9!#15!#16!#17!#35]~[*,#1]",Essential,1,0
1064-3,6,HETERO HETERO3,"*[S;!$(S(=O)(=O))]-!@[N,S,O][#6]",Supplemental,3,0
1064-2,6,HETERO HETERO2,"*[N,S,O]-!@[S;!$(S(=O)(=O))][#6]",Supplemental,3,0
940,5,SULPHUR NITROGEN SINGLE BOND,[SX2H0]!@[N],Supplemental,5,0
1152,7,HALOGEN,"[*,#1]~[F,Cl,Br,I]~[*,#1]",Essential,1,0
259,3,KETO DEF HETEROCYCLE,"[$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naaaa1),$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naa[n,s,o]1)]",Supplemental,7,0
104,4,HYDROQUINONE,"[OH]c1ccc([OH,NH2,NH])cc1",PAINS,4,0
232,3,FLAVANOID,O=C2CC(a3aaaaa3)Oa1aaaaa12,Essential,7,0
113,2,MICHAEL ACCEPTOR1,"C=!@CC=[O,S]",Essential,4,0
114,2,MICHAEL ACCEPTOR2,"[$([CH]),$(CC)]#CC(=O)[C,c]",Essential,4,0
115,2,MICHAEL ACCEPTOR3,"[$([CH]),$(CC)]#CS(=O)(=O)[C,c]",Essential,4,0
117,2,MICHAEL ACCEPTOR5,"[$([CH]),$(CC)]#CC(=O)O[C,c]",Essential,4,0
1072,6,MICHAEL ACCEPTOR 6,"[#6,#7]-&!@[#6](=&!@[CH])-&!@C(=O)-&!@[C,N,O,S]",Essential,3,0
960,4,HYDRAZONE,[#6]C(=!@NNa)[#6],PAINS,5,0
969,4,THIATETRAZOLIDINE,"[$(Sc1nnn[nH,n-]1),$(Sc1nn[nH,n-]n1)]",PAINS,5,0
1182,4,THIOCARBAMATE,"S!@C(=!@[O,S])!@[#7]",PAINS,1,0
828,5,ACTIVE PHOSPHATE,"P(=S)([OH1,O$(O[#6])])([OH1,O$(O[#6])])[S,O]",Essential,5,0
834,5,ALKYLENAMINE,"[C;H1$(C([#6;!$(C=O)])),H0$(C([#6;!$(C=O)])[#6;!$(C=O)])]=[CH1]!@N([#6;!$(C(=O))])[#6;!$(C(=O))]",Essential,5,0
877,5,ENYNE,C=!@CC#C,Essential,5,0
904,5,N-OXIDE ALIPHATIC,[N+!$(N=O)][O-X1],Essential,5,0
1092,6,DYE 8,c12cccc(C(=O)N(-&!@C)C(=O)3)c2c3ccc1,Essential,3,0
1115,7,NITROSO,"[*,#1]~[NX2]~[OX1]",Essential,1,0
1123,7,HYDRAZINE,[Nv3X3][Nv3X3!H0],Essential,1,0
1134,7,SO BOND,"[*,#1][SX2R0]O[*,#1]",Essential,1,0
1178,7,ALKYL NO2,"[*!#7]~[#6]-,=CN(~O)(~O)",Essential,1,0
1184,7,PER HALO CHAIN,"[F,Cl,Br,I]C-,=;!@C([F,Cl,Br,I])-,=;!@C([F,Cl,Br,I])",Essential,1,0
1187,7,CYANAMIDE,N#C[#7!$(N(C#N)=C(N)NC)],Essential,1,0
1261,8,HEREROATOM SINGLE BOND NOT IN RING,"[#7,#8,#16;!$(S(=O)(=O))]-!@[#7,#8,#16;!$(S(=O)(=O))]",Supplemental,2,0
1257,8,S ALKYL,[S;!$(S(=O))]-[CX4],Supplemental,2,0
206,4,AZO FILTER2,[N;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!r3;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!$(N-S(=O)(=O));!$(N-C=O)],PAINS,7,0
304,3,PORPHYRIN,"[#6;r16,r17,r18]~[#6]1~[#6]~[#6]~[#6](~[#6])~[#7]1",Essential,7,0
71,2,BENZIDINE,"[cD2]1[cD2][c]([Nv3X3,Nv4X4])[cD2][cD2][c]1[c]2[cD2][cD2][c]([Nv3X3,Nv4X4])[cD2][cD2]2",Essential,4,0
80,2,CROWN ETHER,"[OD2,ND2]@[CD2]@[CD2]@[OD2,ND2]@[CD2]@[CD2]@[OD2,ND2]",Essential,4,0
118,2,N OXIDE,"[NX2,nX3][OX1]",Essential,4,0
138,2,QUATERNARY NITROGEN1,"[s,S,c,C,n,N,o,O]~[nX3+,NX3+](~[s,S,c,C,n,N])~[s,S,c,C,n,N]",Essential,4,0
139,2,QUATERNARY NITROGEN2,"[s,S,c,C,n,N,o,O]~[n+,N+](~[s,S,c,C,n,N,o,O])(~[s,S,c,C,n,N,o,O])~[s,S,c,C,n,N,o,O]",Essential,4,0
144,2,SULFINIC ACID,"[SX3](=O)[O-,OH]",Essential,4,0
211,3,BENZIDINE LIKE,c([N;!+])1ccc(c2ccc([N;!+])cc2)cc1,Essential,7,0
218,3,BRANCHED POLYCYCLIC AROMATIC,a1(a2aa(a3aaaaa3)aa(a4aaaaa4)a2)aaaaa1,Essential,7,0
228,3,DICARBONYL SULFONAMIDE,"[$(N(-C(=O))(-C(=O))(-S(=O))),$(n([#6](=O))([#6](=O))([#16](=O)))]",Essential,7,0
245,3,GTE 8 CF2 OR CH2,"[CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0]",Essential,7,0
246,3,HALO 5HETEROCYCLE BIS EWG,"[#7,#8,#16]1[#6]([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])[#6]([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])[#7][#6]1([Cl,Br,I])",Essential,7,0
254,3,HYDRAZINE2,[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))]-[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))],Essential,7,0
260,3,LINEAR POLYCYCLIC AROMATIC I,"[$(a12aaaaa1aa3a(aa(aaaa4)a4a3)a2),$(a12aaaaa1aa3a(aaa4a3aaaa4)a2),$(a12aaaaa1a(aa5)a3a(aaa4a3a5aaa4)a2)]",Essential,7,0
261,3,LINEAR POLYCYCLIC AROMATIC II,"[$(a12aaaa4a1a3a(aaaa3aa4)aa2),$(a12aaaaa1a3a(aaa4a3aaaa4)aa2),$(a1(a(aaaa4)a4a3a2aaaa3)a2aaaa1)]",Essential,7,0
328,3,TRIAMIDE,"[$(N(-C(=O))(-C(=O))(-C(=O))),$(n([#6](=O))([#6](=O))([#6](=O)))]",Essential,7,0
339,3,TRISUB BIS ACT OLEFIN,"[CH;!R;!$(C-N)]=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])",Essential,7,0
1043,6,DYE 25,acC=&!@Cca,Essential,3,0
1053,6,DYE 9,ac-*=&!@*-&!@C(=O)-&!@ca,Essential,3,0
1055,6,DYE 6,c12cccc(C(=O)C(ca)C(=O)3)c2c3ccc1,Essential,3,0
1090,6,DYE 31,a1aaac2ac3acac4aaac(c34)c12,Essential,3,0
1129,7,ALKYL HALIDE,"AA[CH2][F,Cl,Br,I,$(OS(=O)(=O)*)]",Essential,1,0
161,3,2HALO PYRAZINE 3EWG,"[#7;R1]1[#6]([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#7][#6][#6]1",Essential,7,0
162,3,2HALO PYRAZINE 5EWG,"[#7;R1]1[#6]([F,Cl,Br,I])[#6;!$(c-N)][#7][#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6;!$(c-N)]1",Essential,7,0
163,3,2HALO PYRIDAZINE 3EWG,"[#7;R1]1[#6]([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6][#6][#7]1",Essential,7,0
164,3,2HALO PYRIDAZINE 5EWG,"[#7;R1]1[#6]([F,Cl,Br,I])[#6][#6][#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#7]1",Essential,7,0
165,3,2HALO PYRIDINE 3EWG,"[#7;R1]1[#6;!$(c=O)]([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6;!$(c-N)][#6][#6;!$(c-N)]1",Essential,7,0
166,3,2HALO PYRIDINE 5EWG,"[#7;R1]1[#6;!$(c=O)]([F,Cl,Br,I])[#6][#6;!$(c-N)][#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6;!$(c=O);!$(c-N)]1",Essential,7,0
167,3,2HALO PYRIMIDINE 5EWG,"[#7;R1]1[#6]([F,Cl,Br,I])[#7][#6][#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6]1",Essential,7,0
168,3,3HALO PYRIDAZINE 2EWG,"[#7;R1]1[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6]([F,Cl,Br,I])[#6][#6][#7]1",Essential,7,0
169,3,3HALO PYRIDAZINE 4EWG,"[#7;R1]1[#6][#6]([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6][#7]1",Essential,7,0
170,3,4 PYRIDONE 3 5 EWG,"[#7,#8,#16]1~[#6;H]~[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])~[#6](=O)~[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])~[#6;H]1",Essential,7,0
171,3,4HALO PYRIDINE 3EWG,"[#7;R1]1[#6;!$(c=O);!$(c-N)][#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6]([F,Cl,Br,I])[#6][#6;!$(c=O);!$(c-N)]1",Essential,7,0
172,3,4HALO PYRIMIDINE 2 6EWG,"[#7]1[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#7;R1][#6]([F,Cl,Br,I])[#6][#6]1([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])",Essential,7,0
173,3,4HALO PYRIMIDINE 5EWG,"[#7]1[#6][#7;R1][#6]([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[#6]1",Essential,7,0
180,3,ACTIVATED ACETYLENE,"[$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))]C#[C;!$(C-N);!$(C-n)]",Essential,7,0
193,3,ALPHA HALO EWG,"[$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-])]-[CH,CH2]-[Cl,Br,I,$(O(S(=O)(=O)))]",Essential,7,0
194,3,ALPHA HALO AMINE,"[F,Cl,Br,I,$(O(S(=O)(=O)))]-[CH,CH2;!$(C(F)F)]-[N,n]",Essential,7,0
195,3,ALPHA HALO CARBONYL,"C(=O)([CH,CH2][Cl,Br,I,$(O(S(=O)(=O)))])",Essential,7,0
196,3,ALPHA HALO HETEROATOM,"[N,n,O,S;!$(S(=O)(=O))]-[CH,CH2;!$(C(F)(F))][F,Cl,Br,I,$(O(S(=O)(=O)))]",Essential,7,0
197,3,ALPHA HALO HETEROATOM TERT,"[N,n,O,S;!$(S(=O)(=O))]-C([Cl,Br,I,$(O(S(=O)(=O)))])(C)(C)",Essential,7,0
216,3,BIS KETO OLEFIN,"CC(=O)[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]=[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]C(=O)C",Essential,7,0
247,3,HALO ACRYLATE,"[$([C;H2]),$([C&H1;$(C-F)]),$([C&H1;$(C-Cl)]),$([C&H1;$(C-Br)]),$([C&H1;$(CI)]),$(C(F)F),$(C(Cl)Cl),$(C(Br)Br),$(C(I)I),$(C(F)Cl),$(C(F)Br),$(C(F)I),$(C(Cl)Br),$(C(Br)I)](=[$([C&H1;$(C(-C(=O)))]),$(C(F)(C(=O))),$(C(Cl)(C(=O))),$(C(Br)(C(=O))),$(C(I)(C(=O))),$(C(C)(C(=O))),$(C(c)(C(=O)))])",Essential,7,0
248,3,HALO IMINO,"C(=[#7])([Cl,Br,I,$(O(S(=O)(=O)))])",Essential,7,0
249,3,HALO OLEFIN BIS EWG,"C([Cl,Br,I,$(O(S(=O)(=O)))])=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])",Essential,7,0
305,3,PRIMARY HALIDE SULFATE,"[CH2][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]",Essential,7,0
310,3,SECONDARY HALIDE SULFATE,"[CH;!$(C=C)][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]",Essential,7,0
1104,7,2 HALO ETHER,"[Cl,Br,I][CX4][CX4][$([O,S,N]*),Cl,Br,I]",Essential,1,0
279,3,PARA NITROPHENYL ESTER,"[#6]1(-O(-[C;!R](-[!N])(=[O,N;!R])))[#6][#6][#6]([$(N(=O)(=O)),$([N+](=O)[O-])])[#6][#6]1",Essential,7,0
340,3,VINYL CARBONYL EWG,"[C;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])=[C;!R]([C;!R](=O))([!$([#8]);!$([#7])])",Essential,7,0
836,5,ALPHA HALO CARBONYL,"[C;!$(C[N])](=O)!@[C;h1,h2;H1,H2][F,Cl,Br,I]",Essential,5,0
897,5,MICHAEL PHENYL KETONE,c1ccccc1C(=O)C=!@CC(=O)!@*,Essential,5,0
336,3,TRINITRO AROMATIC,"[$(a1aaa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])a1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1aa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1a([$(N(=O)(=O)),$([N+](=O)[O-])])aa([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])]))]",Essential,7,0
337,3,TRINITROMETHANE DERIVATIVE,"C([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])",Essential,7,0
18,1,QUATERNARY C. CL. I. P OR S,"[C+,Cl+,I+,P+,S+]",Essential,8,0
121,2,N-HALO,"[NX3,NX4][F,Cl,Br,I]",Essential,4,0
209,3,BAD BORON,"[B-,BH2,BH3,$(B(F)(F))]",Essential,7,0
210,3,BAD CATIONS,"[C+,F+,Cl+,Br+,I+,Se+]",Essential,7,0
252,3,HALOGEN HETEROATOM,"[!C;!c;!H][F,Cl,Br,I]",Essential,7,0
257,3,HYPERVAL SULFUR,"[$([#16&D3]),$([#16&D4])]=,:[#6]",Essential,7,0
315,3,SULFONIUM,[S+;X3;$(S-C);!$(S-[O;D1])],Essential,7,0
318,3,SULFONYL HETEROATOM,"[!#6;!#1;!#11;!#19]O(S(=O)(=O)(-[C,c]))",Essential,7,0
948,5,TRI PENTAVALENT S,"[#16v3,#16v5]",Essential,5,0
1081,6,TRIPHENYLPHOSPHINE,a-P(-a)-a,Essential,3,0
1116,7,PS DOUBLE BOND,"S=P~[*,#1]",Essential,1,0
1161,7,ACYCLIC N-S,N!@[SX2],Essential,1,0
1190,7,HYDROXYLAMINE,"[*!$(C=O)]!@N!@O[*,#1]",Essential,1,0
1191,7,N DOUBLE BOND S,N=!@S,Essential,1,0
1208,8,ACYCLIC N-S,N-!@[SX2]-*,Essential,2,0
127,2,OXYGEN-NITROGEN SINGLE BOND,"[OR0,NR0][OR0,NR0]",Supplemental,4,0
75,4,CATECHOL,"c1c([OH])c([OH,NH2,NH])ccc1",PAINS,4,0
271,4,ORTHO HYDROQUINONE,"a1c([O,S;D1])c([O,S;D1])a[cH1][cH1]1",PAINS,7,0
273,4,ORTHO QUINONE,"[CH1,$(C(-[Cl,Br,I]))]1=CC(=[O,N,S;!R])C(=[O,N,S])C=[CH1,$(C(-[Cl,Br,I]))]1",PAINS,7,0
278,4,PARA HYDROQUINONE,"a1[cH1]c([O,S;D1])[cH1]ac([O,S;D1])1",PAINS,7,0
89,4,O-DIAMINOBENZENE,"[cD2]1[cD2]c([N+0X3R0,nX3R0])c([N+0X3R0,nX3R0])[cD2][cD2]1",PAINS,4,0
90,4,M-DIAMINOBENZENE,"[cD2]1[cD2]c([N+0X3R0,nX3R0])[cD2]c([N+0X3R0,nX3R0])[cD2]1",PAINS,4,0
272,4,ORTHO NITROPHENYL CARBONYL,"[#6]1(-O-[C;!R](=[O,N;!R]))[#6]([$(N(=O)(=O)),$([N+](=O)[O-])])[#6][#6][#6][#6]1",PAINS,7,0
277,4,PARA HYDROIMINOQUINONE,a1[cH1]c([N;D1])[cH1]ac([N;D1])1,PAINS,7,0
280,3,PARA QUINONE,"[CH1,$(C(-[Cl,Br,I]))]1=[CH1,$(C(-[Cl,Br,I]))]C(=[O,N,S])[CH1,$(C(-[Cl,Br,I]))]=[CH1,$(C(-[Cl,Br,I]))]C1(=[O,N,S])",Essential,7,0
91,4,P-DIAMINOBENZENE,"[cD2]1[cD2]c([N+0X3R0,nX3R0])[cD2][cD2]c1([N+0X3R0,nX3R0])",PAINS,4,0
56,2,>2 ESTER GROUPS,"C(=O)O[C,H1].C(=O)O[C,H1].C(=O)O[C,H1]",Essential,4,0
241,3,GTE 4 NITRO,"[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)]",Essential,7,0
242,3,GTE 5 PHENOLIC OH,a[O;D1].a[O;D1].a[O;D1].a[O;D1].a[O;D1],Essential,7,0
917,5,PHENYLESTER,C(=O)!@Oc1ccccc1,Essential,5,0
1120,7,TRIALKYL PHOSPHIN2,[PX4](~[!O!S])([#6])([#6])[#6],Essential,1,0
1127,7,REACT IMIDE,"*C([F,Cl,Br,I,$(OS(=O)(=O)*)])=[NX2]*",Essential,1,0
1135,7,OO BOND,"[*,#1][OR0]O[*,#1]",Essential,1,0
133,4,PHTHALIMIDE,"[cR,CR]~C(=O)NC(=O)~[cR,CR]",PAINS,4,0
76,2,CHARGED OXYGEN OR SULFUR ATOMS,"[O+,o+,S+,s+]",Essential,4,0
159,2,TRIPHENYL METHYLSILYL,"[SiR0,CR0](c1ccccc1)(c2ccccc2)(c3ccccc3)",Essential,4,0
175,3,HOBT ESTER,"O=C(-[!N])O[$(nnn),$([#7]-[#7]=[#7])]",Essential,7,0
189,3,ACYL IMIDAZOLE,"[C;!$(C-N)](=O)[#7]1[#6;H1,$([#6]([*;!R]))][#7][#6;H1,$([#6]([*;!R]))][#6;H1,$([#6]([*;!R]))]1",Essential,7,0
198,3,ANHYDRIDE,"[$(C(=O)),$(C(=S))]-[O,S]-[$(C(=O)),$(C(=S)),$(C(=[N;!R])),$(C(=N(-[C;X4])))]",Essential,7,0
